Name,Category,Type,Version,Developer/BundleID,Drive,Install_Path
Lowpass2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Lowpass2.component
uaudio_fairchild_670,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/uaudio_fairchild_670.component
Yak Delay,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Yak Delay.component
Galactic,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Galactic.component
RealRick,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/RealRick.component
Drive,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Drive.component
NAU_OxfordLimiter,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/NAU_OxfordLimiter.component
UAD Diezel Herbert,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Diezel Herbert.component
SonyOxfordEQ,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SonyOxfordEQ.component
UAD UA 1176LN Rev E,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD UA 1176LN Rev E.component
iZNeutron3GateAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNeutron3GateAUHook.component
SlewOnly,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SlewOnly.component
Dragon EQ,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Dragon EQ.component
Pressure4Mono,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Pressure4Mono.component
UAD Neve 31102,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Neve 31102.component
iZOzone10VintageCompressorAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZOzone10VintageCompressorAUHook.component
uaudio_teletronix_la-2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/uaudio_teletronix_la-2.component
iZNeutron3SculptorAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNeutron3SculptorAUHook.component
Channel4,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Channel4.component
TR5 Classic Comp,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Classic Comp.component
SpatializeDither,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SpatializeDither.component
RP-Reverse,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/RP-Reverse.component
bx_cleansweep Pro,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/bx_cleansweep Pro.component
TR5 EQ-PG,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 EQ-PG.component
WaveShell1-AU 14.28,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/WaveShell1-AU 14.28.component
UAD AKG BX 20,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD AKG BX 20.component
LFOTool_MFX,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/LFOTool_MFX.component
TR5 VC-670,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 VC-670.component
Console7Buss,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Console7Buss.component
Scaper,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Scaper.component
MRingModulator,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MRingModulator.component
FabFilter Volcano 3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/FabFilter Volcano 3.component
Elation,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Elation.component
PhaseNudge,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PhaseNudge.component
Vari Comp,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Vari Comp.component
TR5 Sunset Sound Studio Reverb,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Sunset Sound Studio Reverb.component
TR5 Master Match,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Master Match.component
UAD Friedman Buxom Betty,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Friedman Buxom Betty.component
iZRX9MouthDe-clickAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX9MouthDe-clickAUHook.component
Ivory AU,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Ivory AU.component
iZStutterEditAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZStutterEditAUHook.component
UAD elysia alpha master,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD elysia alpha master.component
TR5 Space Delay,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Space Delay.component
UAD Chandler Limited Curve Bender,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Chandler Limited Curve Bender.component
Kontakt,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Kontakt.component
Soundpaint,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Soundpaint.component
Golem,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Golem.component
MOscillator,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MOscillator.component
AIRFuzz-Wah,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/AIRFuzz-Wah.component
kHs Gain,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/kHs Gain.component
BBE Mind Bender,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BBE Mind Bender.component
iZRX5DialogueDenoiserAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX5DialogueDenoiserAUHook.component
uaudio_neve_1073,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/uaudio_neve_1073.component
iZRX6DeclipperAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX6DeclipperAUHook.component
THE_STRIP MINI,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/THE_STRIP MINI.component
Opus,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Opus.component
iZOzone11VintageTapeAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZOzone11VintageTapeAUHook.component
Dirt,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Dirt.component
iZOzone10SpectralShaperAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZOzone10SpectralShaperAUHook.component
ABU,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/ABU.component
WaveShell1-AU 13.3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/WaveShell1-AU 13.3.component
UAD Precision K-Stereo,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Precision K-Stereo.component
Captain Beat Audio,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Captain Beat Audio.component
UAD UA 175-B,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD UA 175-B.component
iZRX6SpectralDenoiserAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX6SpectralDenoiserAUHook.component
PunchMulti,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PunchMulti.component
UAD ENGL E646 VS,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD ENGL E646 VS.component
Distortion,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Distortion.component
AIRMulti-Chorus,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/AIRMulti-Chorus.component
BT Compressor CP2S-3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BT Compressor CP2S-3.component
Biquad,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Biquad.component
kHs Nonlinear Filter,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/kHs Nonlinear Filter.component
Solid Bus Comp,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Solid Bus Comp.component
TONEX,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TONEX.component
Cthulhu,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Cthulhu.component
iZRX10De-humAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX10De-humAUHook.component
BrightAmbience3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BrightAmbience3.component
AIRCompressor,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/AIRCompressor.component
MUtility,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MUtility.component
Console4Channel,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Console4Channel.component
iZRX5DeclickerAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX5DeclickerAUHook.component
iZNeutron4EqualizerAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNeutron4EqualizerAUHook.component
iZRX11De-clickAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX11De-clickAUHook.component
UAD Lexicon 224,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Lexicon 224.component
UAD Putnam Mic Collection 180,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Putnam Mic Collection 180.component
Looperator,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Looperator.component
NCSeventeen,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/NCSeventeen.component
kHs Ring Mod,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/kHs Ring Mod.component
Metal Amp Room,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Metal Amp Room.component
UAD Marshall Plexi Classic,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Marshall Plexi Classic.component
Replika XT,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Replika XT.component
Obscurium,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Obscurium.component
UAD Neve 33609 C,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Neve 33609 C.component
UAD Bermuda Triangle,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Bermuda Triangle.component
Surge,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Surge.component
Stratus,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Stratus.component
Wider,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Wider.component
UAD bx_digital V3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD bx_digital V3.component
ChromeOxide,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/ChromeOxide.component
VoiceOfTheStarship,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/VoiceOfTheStarship.component
Smooth,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Smooth.component
MiniGrand,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MiniGrand.component
Capacitor2,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Capacitor2.component
DitherFloat,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/DitherFloat.component
FM8,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/FM8.component
THE_STRIP ANALYSER,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/THE_STRIP ANALYSER.component
ADA STD-1 Stereo Tapped Delay,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/ADA STD-1 Stereo Tapped Delay.component
Analog Lab V,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Analog Lab V.component
TR5 Stealth Limiter,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/TR5 Stealth Limiter.component
UAD UA 1176AE,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD UA 1176AE.component
SampleTank 4,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SampleTank 4.component
BIT,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BIT.component
RC 24,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/RC 24.component
Desk,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Desk.component
iZRX9De-humAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX9De-humAUHook.component
UAD Neve 88RS,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Neve 88RS.component
Punch-BDMulti,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Punch-BDMulti.component
PSP Neon,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PSP Neon.component
FabFilter Simplon,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/FabFilter Simplon.component
SubBoomBass,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SubBoomBass.component
MSaturator,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MSaturator.component
iZNeutron3VisualMixerAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNeutron3VisualMixerAUHook.component
VariMu,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/VariMu.component
iZNeutron2ExciterAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNeutron2ExciterAUHook.component
iZNeutrinoAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNeutrinoAUHook.component
UAD Eventide H910 Harmonizer,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Eventide H910 Harmonizer.component
UAD MDWEQ5-3B,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD MDWEQ5-3B.component
UAD Pultec MEQ-5,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Pultec MEQ-5.component
UAD Cooper Time Cube,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Cooper Time Cube.component
iZRX10ConnectAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX10ConnectAUHook.component
SonyOxfordReverb,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/SonyOxfordReverb.component
Radius,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Radius.component
iZOzone9DynamicsAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZOzone9DynamicsAUHook.component
Tverb,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Tverb.component
Mini V3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Mini V3.component
UAD Eden WT800,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Eden WT800.component
Kontakt 7,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Kontakt 7.component
Obscurium MidiFX,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Obscurium MidiFX.component
PG-8X,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PG-8X.component
DeHiss,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/DeHiss.component
MJUCjr,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/MJUCjr.component
Captain Play MIDI,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Captain Play MIDI.component
Logical4,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Logical4.component
iZNectar3ElementsAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZNectar3ElementsAUHook.component
UAD Fuchs Train II,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/UAD Fuchs Train II.component
PSP oldTimerME,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/PSP oldTimerME.component
iZRX11RepairAssistantAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX11RepairAssistantAUHook.component
AIREnhancer,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/AIREnhancer.component
Klimper Track,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Klimper Track.component
IronOxideClassic,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/IronOxideClassic.component
BC Flanger 3 AU(Mono),User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BC Flanger 3 AU(Mono).component
NAU_OxfordSuprEsserLL,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/NAU_OxfordSuprEsserLL.component
BitGlitter,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BitGlitter.component
Gatelope,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/Gatelope.component
BC Gain 3 AU(Dual),User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BC Gain 3 AU(Dual).component
iZVocalSynthAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZVocalSynthAUHook.component
iZRX9BreathControlAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZRX9BreathControlAUHook.component
RP-EQ,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/RP-EQ.component
BassKit,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BassKit.component
BT Equalizer PEQ322-3,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/BT Equalizer PEQ322-3.component
iZOzone11LowEndFocusAUHook,User Audio Units,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/Components/iZOzone11LowEndFocusAUHook.component
